name,age,pop,sex
Idaho,28,10500,1
Idaho,29,10766,1
Idaho,30,10536,1
Idaho,31,10688,1
Idaho,32,10992,1
Idaho,33,10901,1
Idaho,34,11062,1
Idaho,35,10788,1
Idaho,36,10332,1
Idaho,37,10338,1
Idaho,38,9848,1
Idaho,39,10227,1
Idaho,40,9394,1
Idaho,41,9386,1
Idaho,42,9699,1
Idaho,43,10309,1
Idaho,44,10155,1
Idaho,45,9686,1
Idaho,46,9408,1
Idaho,47,9341,1
Idaho,48,9348,1
Idaho,49,9620,1
Idaho,50,9826,1
Idaho,51,10294,1
Idaho,52,10435,1
Idaho,53,10649,1
Idaho,54,10665,1
Idaho,55,10205,1
Idaho,56,10356,1
Idaho,57,10279,1
Idaho,58,10093,1
Idaho,59,10037,1
Idaho,60,9784,1
Idaho,61,9818,1
Idaho,62,9479,1
Idaho,63,9036,1
Idaho,64,8788,1
Idaho,65,8677,1
Idaho,66,8761,1
Idaho,67,8998,1
Idaho,68,6695,1
Idaho,69,6506,1
Idaho,70,6421,1
Idaho,71,6543,1
Idaho,72,5654,1
Idaho,73,5093,1
Idaho,74,4869,1
Idaho,75,4607,1
Idaho,76,4100,1
Idaho,77,3742,1
Idaho,78,3482,1
Idaho,79,3253,1
Idaho,80,2829,1
Idaho,81,2714,1
Idaho,82,2504,1
Idaho,83,2139,1
Idaho,84,1977,1
Idaho,85,10197,1
Idaho,999,814948,1
Idaho,0,11186,2
Idaho,1,11240,2
Idaho,2,10887,2
Idaho,3,11218,2
Idaho,4,11478,2
Idaho,5,11789,2
Idaho,6,12029,2
Idaho,7,12145,2
Idaho,8,11981,2
Idaho,9,12246,2
Idaho,10,11975,2
Idaho,11,11813,2
Idaho,12,11913,2
Idaho,13,12126,2
Idaho,14,12038,2
Idaho,15,11715,2
Idaho,16,11325,2
Idaho,17,11370,2
Idaho,18,10869,2
Idaho,19,10781,2
Idaho,20,10407,2
Idaho,21,10177,2
Idaho,22,10713,2
Idaho,23,10822,2
Idaho,24,11264,2
Idaho,25,11224,2
Idaho,26,10592,2
Idaho,27,10486,2
Idaho,28,10352,2
Idaho,29,10460,2
Idaho,30,10300,2
Idaho,31,10638,2
Idaho,32,10821,2
Idaho,33,10638,2
Idaho,34,10854,2
Idaho,35,10373,2
Idaho,36,10102,2
Idaho,37,10150,2
Idaho,38,9617,2
Idaho,39,9785,2
Idaho,40,9326,2
Idaho,41,9312,2
Idaho,42,9519,2
Idaho,43,10082,2
Idaho,44,10127,2
Idaho,45,9603,2
Idaho,46,9172,2
Idaho,47,9199,2
Idaho,48,9394,2
Idaho,49,9704,2
Idaho,50,10158,2
Idaho,51,10386,2
Idaho,52,10501,2
Idaho,53,10967,2
Idaho,54,10652,2
Idaho,55,10613,2
Idaho,56,10909,2
Idaho,57,10918,2
Idaho,58,10426,2
Idaho,59,10299,2
Idaho,60,10139,2
Idaho,61,10094,2
Idaho,62,9755,2
Idaho,63,9391,2
Idaho,64,9128,2
Idaho,65,8843,2
Idaho,66,8892,2
Idaho,67,9047,2
Idaho,68,6696,2
Idaho,69,6897,2
Idaho,70,6813,2
Idaho,71,6814,2
Idaho,72,5882,2
Idaho,73,5478,2
Idaho,74,5114,2
Idaho,75,4735,2
Idaho,76,4461,2
Idaho,77,4077,2
Idaho,78,3900,2
Idaho,79,3629,2
Idaho,80,3305,2
Idaho,81,3178,2
Idaho,82,3094,2
Idaho,83,2867,2
Idaho,84,2741,2
Idaho,85,17152,2
Idaho,999,815288,2
Illinois,0,156134,0
Illinois,1,156360,0
Illinois,2,158115,0
Illinois,3,159663,0
Illinois,4,160413,0
Illinois,5,160525,0
Illinois,6,165901,0
Illinois,7,167073,0
Illinois,8,167057,0
Illinois,9,167770,0
Illinois,10,169693,0
Illinois,11,168463,0
Illinois,12,168009,0
Illinois,13,171752,0
Illinois,14,174134,0
Illinois,15,171302,0
Illinois,16,172641,0
Illinois,17,173404,0
Illinois,18,169483,0
Illinois,19,170139,0
Illinois,20,175083,0
Illinois,21,176926,0
Illinois,22,182546,0
Illinois,23,182505,0
Illinois,24,181250,0
Illinois,25,175556,0
Illinois,26,173852,0
Illinois,27,173625,0
Illinois,28,177289,0
Illinois,29,180655,0
Illinois,30,175323,0
Illinois,31,177961,0
Illinois,32,178780,0
Illinois,33,177801,0
Illinois,34,182567,0
Illinois,35,171169,0
Illinois,36,167187,0
Illinois,37,166176,0
Illinois,38,160372,0
Illinois,39,165243,0
Illinois,40,159202,0
Illinois,41,161353,0
Illinois,42,168687,0
Illinois,43,177243,0
Illinois,44,179224,0
Illinois,45,168779,0
Illinois,46,166498,0
Illinois,47,166629,0
Illinois,48,169673,0
Illinois,49,179283,0
Illinois,50,181523,0
Illinois,51,181839,0
Illinois,52,182245,0
Illinois,53,185544,0
Illinois,54,188339,0
Illinois,55,181441,0
Illinois,56,180473,0
Illinois,57,177357,0
Illinois,58,170492,0
Illinois,59,169157,0
Illinois,60,159904,0
Illinois,61,153482,0
Illinois,62,147104,0
Illinois,63,142395,0
Illinois,64,137167,0
Illinois,65,130142,0
Illinois,66,127705,0
Illinois,67,132907,0
Illinois,68,96890,0
Illinois,69,94087,0
Illinois,70,92154,0
Illinois,71,96312,0
Illinois,72,84574,0
Illinois,73,76105,0
Illinois,74,71246,0
Illinois,75,68008,0
Illinois,76,65351,0
Illinois,77,59876,0
Illinois,78,57247,0
Illinois,79,54608,0
Illinois,80,48728,0
Illinois,81,47259,0
Illinois,82,44643,0
Illinois,83,43255,0
Illinois,84,41384,0
Illinois,85,256052,0
Illinois,999,12853463,0
Illinois,0,79680,1
Illinois,1,79706,1
Illinois,2,80198,1
Illinois,3,81570,1
Illinois,4,81866,1
Illinois,5,81671,1
Illinois,6,84218,1
Illinois,7,84544,1
Illinois,8,85387,1
Illinois,9,85879,1
Illinois,10,86484,1
Illinois,11,86086,1
Illinois,12,85710,1
Illinois,13,87436,1
Illinois,14,88818,1
Illinois,15,87464,1
Illinois,16,88319,1
Illinois,17,88418,1
Illinois,18,87086,1
Illinois,19,86559,1
Illinois,20,88625,1
Illinois,21,89970,1
Illinois,22,91774,1
Illinois,23,91925,1
Illinois,24,91299,1
Illinois,25,88278,1
Illinois,26,87337,1
Illinois,27,87118,1
Illinois,28,89081,1
Illinois,29,90858,1
Illinois,30,87678,1
Illinois,31,88663,1
Illinois,32,89367,1
Illinois,33,88520,1
Illinois,34,91305,1
Illinois,35,85222,1
Illinois,36,83460,1
Illinois,37,83022,1
Illinois,38,80186,1
Illinois,39,82619,1
Illinois,40,79156,1
Illinois,41,79770,1
Illinois,42,83806,1
Illinois,43,87856,1
Illinois,44,88899,1
Illinois,45,83910,1
Illinois,46,82622,1
Illinois,47,82465,1
Illinois,48,83996,1
Illinois,49,88846,1
Illinois,50,89352,1
Illinois,51,89407,1
Illinois,52,89469,1
Illinois,53,90989,1
Illinois,54,92338,1
Illinois,55,88590,1
Illinois,56,88074,1
Illinois,57,86522,1
Illinois,58,82474,1
Illinois,59,81920,1
Illinois,60,77352,1
Illinois,61,73807,1
Illinois,62,70713,1
Illinois,63,67815,1
Illinois,64,65378,1
Illinois,65,61773,1
Illinois,66,60445,1
Illinois,67,62584,1
Illinois,68,45395,1
Illinois,69,43718,1
Illinois,70,42652,1
Illinois,71,44025,1
Illinois,72,38279,1
Illinois,73,34127,1
Illinois,74,31529,1
Illinois,75,29960,1
Illinois,76,28634,1
Illinois,77,26020,1
Illinois,78,24582,1
Illinois,79,23029,1
Illinois,80,20316,1
Illinois,81,19331,1
Illinois,82,17838,1
Illinois,83,16870,1
Illinois,84,15858,1
Illinois,85,83669,1
Illinois,999,6299566,1
Illinois,0,76454,2
Illinois,1,76654,2
Illinois,2,77917,2
Illinois,3,78093,2
Illinois,4,78547,2
Illinois,5,78854,2
Illinois,6,81683,2
Illinois,7,82529,2
Illinois,8,81670,2
Illinois,9,81891,2
Illinois,10,83209,2
Illinois,11,82377,2
Illinois,12,82299,2
Illinois,13,84316,2
Illinois,14,85316,2
Illinois,15,83838,2
Illinois,16,84322,2
Illinois,17,84986,2
Illinois,18,82397,2
Illinois,19,83580,2
Illinois,20,86458,2
Illinois,21,86956,2
Illinois,22,90772,2
Illinois,23,90580,2
Illinois,24,89951,2
Illinois,25,87278,2
Illinois,26,86515,2
Illinois,27,86507,2
Illinois,28,88208,2
Illinois,29,89797,2
Illinois,30,87645,2
Illinois,31,89298,2
Illinois,32,89413,2
Illinois,33,89281,2
Illinois,34,91262,2
Illinois,35,85947,2
Illinois,36,83727,2
Illinois,37,83154,2
Illinois,38,80186,2
Illinois,39,82624,2
Illinois,40,80046,2
Illinois,41,81583,2
Illinois,42,84881,2
Illinois,43,89387,2
Illinois,44,90325,2
Illinois,45,84869,2
Illinois,46,83876,2
Illinois,47,84164,2
Illinois,48,85677,2
Illinois,49,90437,2
Illinois,50,92171,2
Illinois,51,92432,2
Illinois,52,92776,2
Illinois,53,94555,2
Illinois,54,96001,2
Illinois,55,92851,2
Illinois,56,92399,2
Illinois,57,90835,2
Illinois,58,88018,2
Illinois,59,87237,2
Illinois,60,82552,2
Illinois,61,79675,2
Illinois,62,76391,2
Illinois,63,74580,2
Illinois,64,71789,2
Illinois,65,68369,2
Illinois,66,67260,2
Illinois,67,70323,2
Illinois,68,51495,2
Illinois,69,50369,2
Illinois,70,49502,2
Illinois,71,52287,2
Illinois,72,46295,2
Illinois,73,41978,2
Illinois,74,39717,2
Illinois,75,38048,2
Illinois,76,36717,2
Illinois,77,33856,2
Illinois,78,32665,2
Illinois,79,31579,2
Illinois,80,28412,2
Illinois,81,27928,2
Illinois,82,26805,2
Illinois,83,26385,2
Illinois,84,25526,2
Illinois,85,172383,2
Illinois,999,6553897,2
Indiana,0,82993,0
Indiana,1,83660,0
Indiana,2,83634,0
Indiana,3,84197,0
Indiana,4,85003,0
Indiana,5,85603,0
Indiana,6,88344,0
Indiana,7,89522,0
Indiana,8,88551,0
Indiana,9,88539,0
Indiana,10,89578,0
Indiana,11,88468,0
Indiana,12,88418,0
Indiana,13,91110,0
Indiana,14,92629,0
Indiana,15,90891,0
Indiana,16,90550,0
Indiana,17,90237,0
Indiana,18,87076,0
Indiana,19,96558,0
Indiana,20,98981,0
Indiana,21,97932,0
Indiana,22,101073,0
Indiana,23,96426,0
Indiana,24,90998,0
Indiana,25,86151,0
Indiana,26,84755,0
Indiana,27,82747,0
Indiana,28,83462,0
Indiana,29,84120,0
Indiana,30,82035,0
Indiana,31,84134,0
Indiana,32,84409,0
Indiana,33,85288,0
Indiana,34,87587,0
Indiana,35,82756,0
Indiana,36,81073,0
Indiana,37,80411,0
Indiana,38,78158,0
Indiana,39,80815,0
Indiana,40,78392,0
Indiana,41,79842,0
Indiana,42,84364,0
Indiana,43,89391,0
Indiana,44,88457,0
Indiana,45,83405,0
Indiana,46,81517,0
Indiana,47,82958,0
Indiana,48,84054,0
Indiana,49,90318,0
Indiana,50,92859,0
Indiana,51,92283,0
Indiana,52,92838,0
Indiana,53,95204,0
Indiana,54,95233,0
Indiana,55,92835,0
Indiana,56,93030,0
Indiana,57,91751,0
Indiana,58,88076,0
Indiana,59,87419,0
Indiana,60,84105,0
Indiana,61,80993,0
Indiana,62,77778,0
Indiana,63,74342,0
Indiana,64,72023,0
Indiana,65,70303,0
Indiana,66,67902,0
Indiana,67,71235,0
Indiana,68,50953,0
Indiana,69,50826,0
Indiana,70,49379,0
Indiana,71,51503,0
Indiana,72,44887,0
Indiana,73,40907,0
Indiana,74,38216,0
Indiana,75,36403,0
Indiana,76,34914,0
Indiana,77,31641,0
Indiana,78,29960,0
Indiana,79,28612,0
Indiana,80,25630,0
Indiana,81,24971,0
Indiana,82,23428,0
Indiana,83,22189,0
Indiana,84,21162,0
Indiana,85,126423,0
Indiana,999,6593783,0
Indiana,0,42516,1
Indiana,1,42688,1
Indiana,2,43174,1
Indiana,3,43036,1
Indiana,4,43490,1
Indiana,5,43693,1
Indiana,6,45138,1
Indiana,7,45646,1
Indiana,8,45274,1
Indiana,9,45556,1
Indiana,10,46067,1
Indiana,11,45249,1
Indiana,12,45054,1
Indiana,13,46561,1
Indiana,14,47309,1
Indiana,15,46432,1
Indiana,16,46065,1
Indiana,17,46054,1
Indiana,18,44919,1
Indiana,19,49562,1
Indiana,20,50837,1
Indiana,21,49582,1
Indiana,22,51536,1
Indiana,23,48479,1
Indiana,24,45398,1
Indiana,25,43542,1
Indiana,26,42745,1
Indiana,27,41360,1
Indiana,28,41581,1
Indiana,29,42130,1
Indiana,30,41093,1
Indiana,31,41898,1
Indiana,32,42321,1
Indiana,33,42639,1
Indiana,34,43907,1
Indiana,35,41222,1
Indiana,36,40726,1
Indiana,37,40099,1
Indiana,38,39163,1
Indiana,39,40230,1
Indiana,40,39162,1
Indiana,41,39748,1
Indiana,42,42129,1
Indiana,43,44947,1
Indiana,44,44493,1
Indiana,45,41896,1
Indiana,46,40676,1
Indiana,47,41346,1
Indiana,48,41681,1
Indiana,49,44817,1
Indiana,50,46104,1
Indiana,51,45647,1
Indiana,52,45758,1
Indiana,53,46788,1
Indiana,54,47178,1
Indiana,55,45665,1
Indiana,56,45779,1
Indiana,57,45072,1
Indiana,58,43042,1
Indiana,59,42733,1
Indiana,60,41062,1
Indiana,61,39204,1
Indiana,62,37626,1
Indiana,63,35714,1
Indiana,64,34522,1
Indiana,65,33575,1
Indiana,66,32313,1
Indiana,67,33681,1
Indiana,68,23979,1
Indiana,69,23895,1
Indiana,70,22919,1
Indiana,71,23843,1
Indiana,72,20654,1
Indiana,73,18624,1
Indiana,74,17236,1
Indiana,75,16367,1
Indiana,76,15533,1
Indiana,77,13928,1
Indiana,78,12958,1
Indiana,79,12132,1
Indiana,80,10760,1
Indiana,81,10198,1
Indiana,82,9396,1
Indiana,83,8683,1
Indiana,84,8062,1
Indiana,85,41301,1
Indiana,999,3246797,1
Indiana,0,40477,2
Indiana,1,40972,2
Indiana,2,40460,2
Indiana,3,41161,2
Indiana,4,41513,2
Indiana,5,41910,2
Indiana,6,43206,2
Indiana,7,43876,2
Indiana,8,43277,2
Indiana,9,42983,2
Indiana,10,43511,2
Indiana,11,43219,2
Indiana,12,43364,2
Indiana,13,44549,2
Indiana,14,45320,2
Indiana,15,44459,2
Indiana,16,44485,2
Indiana,17,44183,2
Indiana,18,42157,2
Indiana,19,46996,2
Indiana,20,48144,2
Indiana,21,48350,2
Indiana,22,49537,2
Indiana,23,47947,2
Indiana,24,45600,2
Indiana,25,42609,2
Indiana,26,42010,2
Indiana,27,41387,2
Indiana,28,41881,2
Indiana,29,41990,2
Indiana,30,40942,2
Indiana,31,42236,2
Indiana,32,42088,2
Indiana,33,42649,2
Indiana,34,43680,2
Indiana,35,41534,2
Indiana,36,40347,2
Indiana,37,40312,2
Indiana,38,38995,2
Indiana,39,40585,2
Indiana,40,39230,2
Indiana,41,40094,2
Indiana,42,42235,2
Indiana,43,44444,2
Indiana,44,43964,2
Indiana,45,41509,2
Indiana,46,40841,2
Indiana,47,41612,2
Indiana,48,42373,2
Indiana,49,45501,2
Indiana,50,46755,2
Indiana,51,46636,2
Indiana,52,47080,2
Indiana,53,48416,2
Indiana,54,48055,2
Indiana,55,47170,2
Indiana,56,47251,2
Indiana,57,46679,2
Indiana,58,45034,2
Indiana,59,44686,2
Indiana,60,43043,2
Indiana,61,41789,2
Indiana,62,40152,2
Indiana,63,38628,2
Indiana,64,37501,2
Indiana,65,36728,2
Indiana,66,35589,2
Indiana,67,37554,2
Indiana,68,26974,2
Indiana,69,26931,2
Indiana,70,26460,2
Indiana,71,27660,2
Indiana,72,24233,2
Indiana,73,22283,2
Indiana,74,20980,2
Indiana,75,20036,2
Indiana,76,19381,2
Indiana,77,17713,2
Indiana,78,17002,2
Indiana,79,16480,2
Indiana,80,14870,2
Indiana,81,14773,2
Indiana,82,14032,2
Indiana,83,13506,2
Indiana,84,13100,2
Indiana,85,85122,2
Indiana,999,3346986,2
Iowa,0,38771,0
Iowa,1,39007,0
Iowa,2,39077,0
Iowa,3,38605,0
Iowa,4,39880,0
Iowa,5,40168,0
Iowa,6,41459,0
Iowa,7,41695,0
Iowa,8,41347,0
Iowa,9,40580,0
Iowa,10,40796,0
Iowa,11,40267,0
Iowa,12,39874,0
Iowa,13,40873,0
Iowa,14,41302,0
Iowa,15,40518,0
Iowa,16,40788,0
Iowa,17,40947,0
Iowa,18,42163,0
Iowa,19,48280,0
Iowa,20,48308,0
Iowa,21,47968,0
Iowa,22,48239,0
Iowa,23,43760,0
Iowa,24,41567,0
Iowa,25,39121,0
Iowa,26,37033,0
Iowa,27,36880,0
Iowa,28,38055,0
Iowa,29,39955,0
Iowa,30,39245,0
Iowa,31,40036,0
Iowa,32,40219,0
Iowa,33,40042,0
Iowa,34,41105,0
Iowa,35,38371,0
Iowa,36,37386,0
Iowa,37,36222,0
Iowa,38,34702,0
Iowa,39,35768,0
Iowa,40,33725,0
Iowa,41,33700,0
Iowa,42,35783,0
Iowa,43,38334,0
Iowa,44,38753,0
Iowa,45,37241,0
Iowa,46,36326,0
Iowa,47,36818,0
Iowa,48,37729,0
Iowa,49,40203,0
Iowa,50,41808,0
Iowa,51,42576,0
Iowa,52,43516,0
Iowa,53,44823,0
Iowa,54,45393,0
Iowa,55,43698,0
Iowa,56,43847,0
Iowa,57,43523,0
Iowa,58,42327,0
Iowa,59,42331,0
Iowa,60,40870,0
Iowa,61,39570,0
Iowa,62,38721,0
Iowa,63,37069,0
Iowa,64,35161,0
Iowa,65,33741,0
Iowa,66,32838,0
Iowa,67,34184,0
Iowa,68,24622,0
Iowa,69,24317,0
Iowa,70,23888,0
Iowa,71,24603,0
Iowa,72,21674,0
Iowa,73,20535,0
Iowa,74,19546,0
Iowa,75,18705,0
Iowa,76,18048,0
Iowa,77,17034,0
Iowa,78,16559,0
Iowa,79,15887,0
Iowa,80,14131,0
Iowa,81,13799,0
Iowa,82,13473,0
Iowa,83,12764,0
Iowa,84,12299,0
Iowa,85,78702,0
Iowa,999,3105573,0
Iowa,0,19838,1
Iowa,1,19939,1
Iowa,2,19931,1
Iowa,3,19815,1
Iowa,4,20236,1
Iowa,5,20571,1
Iowa,6,21141,1
Iowa,7,21314,1
Iowa,8,21136,1
Iowa,9,20679,1
Iowa,10,20958,1
Iowa,11,20566,1
Iowa,12,20341,1
Iowa,13,20927,1
Iowa,14,21110,1
Iowa,15,20737,1
Iowa,16,20862,1
Iowa,17,21144,1
Iowa,18,21671,1
Iowa,19,24727,1
Iowa,20,24794,1
Iowa,21,24579,1
Iowa,22,24896,1
Iowa,23,22665,1
Iowa,24,21282,1
Iowa,25,20401,1
Iowa,26,18854,1
Iowa,27,18798,1
Iowa,28,19398,1
Iowa,29,20422,1
Iowa,30,20192,1
Iowa,31,20330,1
Iowa,32,20568,1
Iowa,33,20457,1
Iowa,34,20860,1
Iowa,35,19535,1
Iowa,36,19039,1
Iowa,37,18323,1
Iowa,38,17558,1
Iowa,39,18297,1
Iowa,40,17113,1
Iowa,41,16955,1
Iowa,42,18041,1
Iowa,43,19275,1
Iowa,44,19729,1
Iowa,45,18727,1
Iowa,46,18395,1
Iowa,47,18550,1
Iowa,48,18961,1
Iowa,49,20177,1
Iowa,50,21005,1
Iowa,51,21190,1
Iowa,52,21481,1
Iowa,53,22212,1
Iowa,54,22744,1
Iowa,55,21740,1
Iowa,56,21867,1
Iowa,57,21609,1
Iowa,58,20963,1
Iowa,59,21165,1
Iowa,60,20362,1
Iowa,61,19704,1
Iowa,62,19269,1
Iowa,63,18310,1
Iowa,64,17546,1
Iowa,65,16538,1
Iowa,66,15890,1
Iowa,67,16674,1
Iowa,68,11890,1
Iowa,69,11633,1
Iowa,70,11302,1
Iowa,71,11634,1
Iowa,72,10171,1
Iowa,73,9488,1
Iowa,74,8960,1
Iowa,75,8466,1
Iowa,76,8098,1
Iowa,77,7638,1
Iowa,78,7341,1
Iowa,79,6836,1
Iowa,80,5952,1
Iowa,81,5782,1
Iowa,82,5477,1
Iowa,83,5202,1
Iowa,84,4683,1
Iowa,85,26070,1
Iowa,999,1541706,1
Iowa,0,18933,2
Iowa,1,19068,2
Iowa,2,19146,2
Iowa,3,18790,2
Iowa,4,19644,2
Iowa,5,19597,2
Iowa,6,20318,2
Iowa,7,20381,2
Iowa,8,20211,2
Iowa,9,19901,2
Iowa,10,19838,2
Iowa,11,19701,2
Iowa,12,19533,2
Iowa,13,19946,2
Iowa,14,20192,2
Iowa,15,19781,2
Iowa,16,19926,2
Iowa,17,19803,2
Iowa,18,20492,2
Iowa,19,23553,2
Iowa,20,23514,2
Iowa,21,23389,2
Iowa,22,23343,2
Iowa,23,21095,2
Iowa,24,20285,2
Iowa,25,18720,2
Iowa,26,18179,2
Iowa,27,18082,2
Iowa,28,18657,2
Iowa,29,19533,2
Iowa,30,19053,2
Iowa,31,19706,2
Iowa,32,19651,2
Iowa,33,19585,2
Iowa,34,20245,2
Iowa,35,18836,2
Iowa,36,18347,2
Iowa,37,17899,2
Iowa,38,17144,2
Iowa,39,17471,2
Iowa,40,16612,2
Iowa,41,16745,2
Iowa,42,17742,2
Iowa,43,19059,2
Iowa,44,19024,2
Iowa,45,18514,2
Iowa,46,17931,2
Iowa,47,18268,2
Iowa,48,18768,2
Iowa,49,20026,2
Iowa,50,20803,2
Iowa,51,21386,2
Iowa,52,22035,2
Iowa,53,22611,2
Iowa,54,22649,2
Iowa,55,21958,2
Iowa,56,21980,2
Iowa,57,21914,2
Iowa,58,21364,2
Iowa,59,21166,2
Iowa,60,20508,2
Iowa,61,19866,2
Iowa,62,19452,2
Iowa,63,18759,2
Iowa,64,17615,2
Iowa,65,17203,2
Iowa,66,16948,2
Iowa,67,17510,2
Iowa,68,12732,2
Iowa,69,12684,2
Iowa,70,12586,2
Iowa,71,12969,2
Iowa,72,11503,2
Iowa,73,11047,2
Iowa,74,10586,2
Iowa,75,10239,2
Iowa,76,9950,2
Iowa,77,9396,2
Iowa,78,9218,2
Iowa,79,9051,2
Iowa,80,8179,2
Iowa,81,8017,2
Iowa,82,7996,2
Iowa,83,7562,2
Iowa,84,7616,2
Iowa,85,52632,2
Iowa,999,1563867,2
Kansas,0,39922,0
Kansas,1,40353,0
Kansas,2,39784,0
Kansas,3,39973,0
Kansas,4,40575,0
Kansas,5,40082,0
Kansas,6,41406,0
Kansas,7,40976,0
Kansas,8,40551,0
Kansas,9,40240,0
Kansas,10,40350,0
Kansas,11,40030,0
Kansas,12,39122,0
Kansas,13,40128,0
Kansas,14,40663,0
Kansas,15,39578,0
Kansas,16,39749,0
Kansas,17,39182,0
Kansas,18,39122,0
Kansas,19,41910,0
Kansas,20,43873,0
Kansas,21,43293,0
Kansas,22,44391,0
Kansas,23,42786,0
Kansas,24,39131,0
Kansas,25,37369,0
Kansas,26,36465,0
Kansas,27,36400,0
Kansas,28,37755,0
Kansas,29,38283,0
Kansas,30,37843,0
Kansas,31,38650,0
Kansas,32,38919,0
Kansas,33,38464,0
Kansas,34,38918,0
Kansas,35,36015,0
Kansas,36,34747,0
Kansas,37,34377,0
Kansas,38,33179,0
Kansas,39,33440,0
Kansas,40,31795,0
Kansas,41,32063,0
Kansas,42,33138,0
Kansas,43,35315,0
Kansas,44,35586,0
Kansas,45,33844,0
Kansas,46,32481,0
Kansas,47,32928,0
Kansas,48,33947,0
Kansas,49,36305,0
Kansas,50,38156,0
Kansas,51,39109,0
Kansas,52,39652,0
Kansas,53,40581,0
Kansas,54,40515,0
Kansas,55,39367,0
Kansas,56,39366,0
Kansas,57,39691,0
Kansas,58,38110,0
Kansas,59,37904,0
Kansas,60,36381,0
Kansas,61,34889,0
Kansas,62,33483,0
Kansas,63,32407,0
Kansas,64,30795,0
Kansas,65,29562,0
Kansas,66,28728,0
Kansas,67,30153,0
Kansas,68,21531,0
Kansas,69,21367,0
Kansas,70,21187,0
Kansas,71,21310,0
Kansas,72,18553,0
Kansas,73,17010,0
Kansas,74,16182,0
Kansas,75,15450,0
Kansas,76,14999,0
Kansas,77,13924,0
Kansas,78,13394,0
Kansas,79,13003,0
Kansas,80,11944,0
Kansas,81,11518,0
Kansas,82,11031,0
Kansas,83,10546,0
Kansas,84,10240,0
Kansas,85,63827,0
Kansas,999,2881261,0
Kansas,0,20523,1
Kansas,1,20744,1
Kansas,2,20395,1
Kansas,3,20514,1
Kansas,4,20757,1
Kansas,5,20540,1
Kansas,6,21153,1
Kansas,7,21051,1
Kansas,8,20569,1
Kansas,9,20668,1
Kansas,10,20587,1
Kansas,11,20415,1
Kansas,12,20015,1
Kansas,13,20686,1
Kansas,14,20968,1
Kansas,15,20352,1
Kansas,16,20379,1
Kansas,17,20092,1
Kansas,18,20160,1
Kansas,19,21777,1
Kansas,20,22737,1
Kansas,21,22469,1
Kansas,22,22811,1
Kansas,23,22174,1
Kansas,24,20120,1
Kansas,25,19312,1
Kansas,26,18410,1
Kansas,27,18258,1
Kansas,28,19023,1
Kansas,29,19257,1
Kansas,30,18797,1
Kansas,31,19342,1
Kansas,32,19582,1
Kansas,33,19515,1
Kansas,34,19693,1
Kansas,35,18201,1
Kansas,36,17443,1
Kansas,37,17142,1
Kansas,38,16725,1
Kansas,39,16739,1
Kansas,40,15903,1
Kansas,41,15903,1
Kansas,42,16581,1
Kansas,43,17606,1
Kansas,44,17793,1
Kansas,45,16918,1
Kansas,46,16294,1
Kansas,47,16401,1
Kansas,48,16993,1
Kansas,49,18089,1
Kansas,50,18911,1
Kansas,51,19317,1
Kansas,52,19626,1
Kansas,53,20008,1
Kansas,54,19814,1
Kansas,55,19325,1
Kansas,56,19219,1
Kansas,57,19429,1
Kansas,58,18891,1
Kansas,59,18728,1
Kansas,60,17762,1
Kansas,61,17060,1
Kansas,62,16335,1
Kansas,63,15873,1
Kansas,64,15168,1
Kansas,65,14467,1
Kansas,66,13970,1
Kansas,67,14619,1
Kansas,68,10398,1
Kansas,69,10231,1
Kansas,70,10021,1
Kansas,71,9993,1
Kansas,72,8599,1
Kansas,73,7748,1
Kansas,74,7422,1
Kansas,75,7071,1
Kansas,76,6619,1
Kansas,77,6188,1
Kansas,78,5953,1
Kansas,79,5681,1
Kansas,80,5102,1
Kansas,81,4805,1
Kansas,82,4536,1
Kansas,83,4287,1
Kansas,84,4023,1
Kansas,85,21879,1
Kansas,999,1427654,1
Kansas,0,19399,2
Kansas,1,19609,2
Kansas,2,19389,2
Kansas,3,19459,2
Kansas,4,19818,2
Kansas,5,19542,2
Kansas,6,20253,2
Kansas,7,19925,2
Kansas,8,19982,2
Kansas,9,19572,2
Kansas,10,19763,2
Kansas,11,19615,2
Kansas,12,19107,2
Kansas,13,19442,2
Kansas,14,19695,2
Kansas,15,19226,2
Kansas,16,19370,2
Kansas,17,19090,2
Kansas,18,18962,2
Kansas,19,20133,2
Kansas,20,21136,2
Kansas,21,20824,2
Kansas,22,21580,2
Kansas,23,20612,2
Kansas,24,19011,2
Kansas,25,18057,2
Kansas,26,18055,2
Kansas,27,18142,2
Kansas,28,18732,2
Kansas,29,19026,2
Kansas,30,19046,2
Kansas,31,19308,2
Kansas,32,19337,2
Kansas,33,18949,2
Kansas,34,19225,2
Kansas,35,17814,2
Kansas,36,17304,2
Kansas,37,17235,2
Kansas,38,16454,2
Kansas,39,16701,2
Kansas,40,15892,2
Kansas,41,16160,2
Kansas,42,16557,2
Kansas,43,17709,2
Kansas,44,17793,2
Kansas,45,16926,2
Kansas,46,16187,2
Kansas,47,16527,2
Kansas,48,16954,2
Kansas,49,18216,2
Kansas,50,19245,2
Kansas,51,19792,2
Kansas,52,20026,2
Kansas,53,20573,2
Kansas,54,20701,2
Kansas,55,20042,2
Kansas,56,20147,2
Kansas,57,20262,2
Kansas,58,19219,2
Kansas,59,19176,2
Kansas,60,18619,2
